date,sales,sell_price,calendar_type,demand_signal,split
2014-06-26,17,1.58,weekday,normal,train
2014-06-27,18,1.58,weekday,normal,train
2014-06-28,27,1.58,weekend,normal,train
2014-06-29,27,1.58,event_or_snap,low,train
2014-06-30,24,1.58,weekday,low,train
2014-07-01,35,1.58,event_or_snap,low,train
2014-07-02,25,1.58,weekday,low,train
2014-07-03,33,1.58,event_or_snap,normal,train
2014-07-04,33,1.58,event_or_snap,normal,train
2014-07-05,14,1.58,event_or_snap,normal,train
2014-07-06,28,1.58,event_or_snap,normal,train
2014-07-07,19,1.58,event_or_snap,normal,train
2014-07-08,24,1.58,weekday,normal,train
2014-07-09,59,1.58,event_or_snap,normal,train
2014-07-10,46,1.58,weekday,normal,train
2014-07-11,42,1.58,event_or_snap,normal,train
2014-07-12,46,1.58,event_or_snap,high,train
2014-07-13,38,1.58,event_or_snap,high,train
2014-07-14,34,1.58,weekday,high,train
2014-07-15,36,1.58,event_or_snap,high,train
2014-07-16,16,1.58,weekday,high,train
2014-07-17,16,1.58,weekday,high,train
2014-07-18,20,1.58,weekday,normal,train
2014-07-19,31,1.58,weekend,normal,train
2014-07-20,35,1.58,weekend,normal,train
2014-07-21,35,1.58,weekday,normal,train
2014-07-22,34,1.58,weekday,normal,train
2014-07-23,26,1.58,weekday,normal,train
2014-07-24,22,1.58,weekday,normal,train
2014-07-25,27,1.58,weekday,normal,train
2014-07-26,38,1.58,weekend,normal,train
2014-07-27,38,1.58,weekend,normal,train
2014-07-28,32,1.58,weekday,normal,train
2014-07-29,22,1.58,event_or_snap,normal,train
2014-07-30,24,1.58,weekday,normal,train
2014-07-31,18,1.58,weekday,normal,train
2014-08-01,29,1.58,event_or_snap,normal,train
2014-08-02,29,1.58,weekend,normal,train
2014-08-03,41,1.58,event_or_snap,normal,train
2014-08-04,30,1.58,weekday,normal,train
2014-08-05,32,1.58,event_or_snap,normal,train
2014-08-06,30,1.58,event_or_snap,normal,train
2014-08-07,40,1.58,event_or_snap,normal,train
2014-08-08,41,1.58,weekday,normal,train
2014-08-09,45,1.58,event_or_snap,high,train
2014-08-10,30,1.58,weekend,high,train
2014-08-11,38,1.58,event_or_snap,high,train
2014-08-12,39,1.58,event_or_snap,high,train
2014-08-13,24,1.58,event_or_snap,high,train
2014-08-14,31,1.58,weekday,high,train
2014-08-15,38,1.58,event_or_snap,high,train
2014-08-16,42,1.58,weekend,high,train
2014-08-17,56,1.58,weekend,high,train
2014-08-18,34,1.58,weekday,high,train
2014-08-19,20,1.58,weekday,high,train
2014-08-20,25,1.58,weekday,high,train
2014-08-21,31,1.58,weekday,high,train
2014-08-22,36,1.58,weekday,high,train
2014-08-23,57,1.58,weekend,high,train
2014-08-24,51,1.58,weekend,high,train
2014-08-25,17,1.58,weekday,high,train
2014-08-26,35,1.58,weekday,high,train
2014-08-27,32,1.58,weekday,high,train
2014-08-28,27,1.58,weekday,high,train
2014-08-29,22,1.58,weekday,high,train
2014-08-30,47,1.58,weekend,high,train
2014-08-31,26,1.58,weekend,normal,train
2014-09-01,61,1.58,event_or_snap,normal,train
2014-09-02,33,1.58,weekday,high,train
2014-09-03,20,1.58,event_or_snap,high,train
2014-09-04,35,1.58,weekday,high,train
2014-09-05,24,1.58,event_or_snap,high,train
2014-09-06,55,1.58,event_or_snap,high,train
2014-09-07,34,1.58,event_or_snap,high,train
2014-09-08,21,1.58,weekday,high,train
2014-09-09,30,1.58,event_or_snap,normal,train
2014-09-10,43,1.58,weekday,normal,train
2014-09-11,32,1.58,event_or_snap,high,train
2014-09-12,29,1.58,event_or_snap,high,train
2014-09-13,24,1.58,event_or_snap,high,train
2014-09-14,34,1.58,weekend,normal,train
2014-09-15,27,1.58,event_or_snap,normal,train
2014-09-16,15,1.58,weekday,normal,train
2014-09-17,13,1.58,weekday,normal,train
2014-09-18,16,1.58,weekday,normal,train
2014-09-19,22,1.58,weekday,low,train
2014-09-20,35,1.58,weekend,low,train
2014-09-21,40,1.58,weekend,low,train
2014-09-22,23,1.58,weekday,low,train
2014-09-23,27,1.58,weekday,low,train
2014-09-24,22,1.58,weekday,normal,train
2014-09-25,27,1.58,weekday,normal,train
2014-09-26,33,1.58,weekday,normal,train
2014-09-27,20,1.58,weekend,normal,train
2014-09-28,29,1.58,weekend,normal,train
2014-09-29,19,1.58,weekday,normal,train
2014-09-30,21,1.58,weekday,normal,train
2014-10-01,40,1.58,event_or_snap,normal,train
2014-10-02,43,1.58,weekday,normal,train
2014-10-03,35,1.58,event_or_snap,normal,train
2014-10-04,35,1.58,event_or_snap,normal,train
2014-10-05,19,1.58,event_or_snap,normal,train
2014-10-06,31,1.58,event_or_snap,normal,train
2014-10-07,39,1.58,event_or_snap,normal,train
2014-10-08,25,1.58,weekday,high,train
2014-10-09,27,1.58,event_or_snap,normal,train
2014-10-10,47,1.58,weekday,normal,train
2014-10-11,49,1.58,event_or_snap,normal,train
2014-10-12,45,1.58,event_or_snap,high,train
2014-10-13,15,1.58,event_or_snap,high,train
2014-10-14,30,1.58,weekday,high,train
2014-10-15,24,1.58,event_or_snap,high,train
2014-10-16,24,1.58,weekday,high,train
2014-10-17,39,1.58,weekday,high,train
2014-10-18,45,1.58,weekend,normal,validation
2014-10-19,25,1.58,weekend,normal,validation
2014-10-20,18,1.58,weekday,normal,validation
2014-10-21,21,1.58,weekday,normal,validation
2014-10-22,19,1.58,weekday,normal,validation
2014-10-23,20,1.58,weekday,normal,validation
2014-10-24,16,1.58,weekday,normal,validation
2014-10-25,35,1.58,weekend,low,validation
2014-10-26,27,1.58,weekend,low,validation
2014-10-27,7,1.58,weekday,low,validation
2014-10-28,18,1.58,weekday,low,validation
2014-10-29,15,1.58,weekday,low,validation
2014-10-30,23,1.58,weekday,low,validation
2014-10-31,32,1.58,event_or_snap,low,validation
2014-11-01,26,1.58,event_or_snap,low,validation
2014-11-02,20,1.58,weekend,low,validation
2014-11-03,21,1.58,event_or_snap,low,validation
2014-11-04,17,1.58,weekday,low,validation
2014-11-05,11,1.58,event_or_snap,low,validation
2014-11-06,13,1.58,event_or_snap,low,validation
2014-11-07,23,1.58,event_or_snap,low,validation
2014-11-08,33,1.58,weekend,low,validation
2014-11-09,24,1.58,event_or_snap,low,validation
2014-11-10,17,1.58,weekday,low,validation
2014-11-11,13,1.58,event_or_snap,low,validation
2014-11-12,18,1.58,event_or_snap,low,validation
2014-11-13,12,1.58,event_or_snap,low,validation
2014-11-14,8,1.58,weekday,low,validation
2014-11-15,22,1.58,event_or_snap,low,validation
2014-11-16,11,1.58,weekend,low,validation
2014-11-17,13,1.58,weekday,low,validation
2014-11-18,10,1.58,weekday,low,validation
2014-11-19,12,1.58,weekday,low,validation
2014-11-20,17,1.58,weekday,low,validation
2014-11-21,18,1.58,weekday,low,validation
2014-11-22,36,1.58,weekend,low,validation
2014-11-23,35,1.58,weekend,low,validation
2014-11-24,13,1.58,weekday,low,validation
2014-11-25,19,1.58,weekday,low,validation
2014-11-26,12,1.58,weekday,low,validation
2014-11-27,32,1.58,event_or_snap,low,validation
2014-11-28,21,1.58,weekday,low,validation
2014-11-29,11,1.58,weekend,low,validation
2014-11-30,18,1.58,weekend,low,validation
2014-12-01,11,1.58,event_or_snap,low,validation
2014-12-02,10,1.58,weekday,low,validation
2014-12-03,15,1.58,event_or_snap,low,validation
2014-12-04,17,1.58,weekday,low,validation
2014-12-05,15,1.58,event_or_snap,low,validation
2014-12-06,43,1.58,event_or_snap,low,validation
2014-12-07,31,1.58,event_or_snap,low,validation
2014-12-08,19,1.58,weekday,low,validation
2014-12-09,24,1.58,event_or_snap,low,validation
2014-12-10,18,1.58,weekday,low,validation
2014-12-11,26,1.58,event_or_snap,low,validation
2014-12-12,26,1.58,event_or_snap,normal,validation
2014-12-13,31,1.58,event_or_snap,normal,validation
2014-12-14,26,1.58,weekend,normal,validation
2014-12-15,28,1.58,event_or_snap,low,validation
2014-12-16,25,1.58,weekday,normal,validation
2014-12-17,19,1.58,weekday,normal,validation
2014-12-18,36,1.58,weekday,normal,validation
2014-12-19,26,1.58,weekday,normal,validation
2014-12-20,35,1.58,weekend,normal,validation
2014-12-21,27,1.58,weekend,normal,validation
2014-12-22,22,1.58,weekday,normal,validation
2014-12-23,28,1.58,weekday,normal,validation
2014-12-24,28,1.58,event_or_snap,normal,validation
2014-12-25,0,1.58,event_or_snap,normal,validation
2014-12-26,34,1.58,weekday,low,validation
2014-12-27,29,1.58,weekend,normal,validation
2014-12-28,14,1.58,weekend,low,validation
2014-12-29,10,1.58,weekday,low,validation
2014-12-30,17,1.58,weekday,low,validation
2014-12-31,15,1.58,weekday,low,validation
2015-01-01,7,1.58,event_or_snap,low,validation
2015-01-02,27,1.58,weekday,low,validation
2015-01-03,19,1.58,event_or_snap,low,validation
2015-01-04,18,1.58,weekend,low,validation
2015-01-05,23,1.58,event_or_snap,low,validation
2015-01-06,18,1.58,event_or_snap,low,validation
2015-01-07,22,1.58,event_or_snap,low,validation
2015-01-08,16,1.58,weekday,low,validation
2015-01-09,8,1.58,event_or_snap,low,validation
2015-01-10,25,1.58,weekend,low,validation
2015-01-11,28,1.58,event_or_snap,low,validation
2015-01-12,12,1.58,event_or_snap,low,validation
2015-01-13,15,1.58,event_or_snap,low,validation
2015-01-14,14,1.58,weekday,low,validation
2015-01-15,15,1.58,event_or_snap,low,validation
2015-01-16,23,1.58,weekday,low,validation
2015-01-17,16,1.58,weekend,low,validation
2015-01-18,25,1.58,weekend,low,validation
2015-01-19,29,1.58,event_or_snap,low,validation
2015-01-20,16,1.58,weekday,low,validation
2015-01-21,10,1.58,weekday,low,validation
2015-01-22,15,1.58,weekday,low,validation
2015-01-23,14,1.58,weekday,low,validation
2015-01-24,18,1.58,weekend,low,validation
2015-01-25,25,1.58,weekend,low,validation
2015-01-26,17,1.58,weekday,low,validation
2015-01-27,15,1.58,weekday,low,validation
2015-01-28,14,1.58,weekday,low,validation
2015-01-29,13,1.58,weekday,low,validation
2015-01-30,23,1.58,weekday,low,validation
2015-01-31,33,1.58,weekend,low,validation
2015-02-01,24,1.58,event_or_snap,low,validation
2015-02-02,18,1.58,weekday,low,validation
2015-02-03,20,1.58,event_or_snap,low,validation
2015-02-04,22,1.58,weekday,low,validation
2015-02-05,13,1.58,event_or_snap,low,validation
2015-02-06,34,1.58,event_or_snap,low,validation
2015-02-07,24,1.58,event_or_snap,low,validation
2015-02-08,35,1.58,weekend,low,validation
2015-02-09,19,1.58,event_or_snap,low,validation
2015-02-10,17,1.58,weekday,low,validation
2015-02-11,34,1.58,event_or_snap,low,validation
2015-02-12,14,1.58,event_or_snap,normal,validation
2015-02-13,23,1.58,event_or_snap,normal,validation
2015-02-14,27,1.58,event_or_snap,low,validation
2015-02-15,39,1.58,event_or_snap,low,validation
2015-02-16,24,1.58,event_or_snap,normal,validation
2015-02-17,22,1.58,weekday,normal,validation
2015-02-18,19,1.58,event_or_snap,normal,validation
2015-02-19,30,1.58,weekday,low,validation
2015-02-20,25,1.58,weekday,normal,validation
2015-02-21,37,1.58,weekend,normal,validation
2015-02-22,42,1.58,weekend,normal,validation
2015-02-23,14,1.58,weekday,normal,validation
2015-02-24,18,1.58,weekday,normal,validation
2015-02-25,19,1.58,event_or_snap,normal,validation
2015-02-26,32,1.58,weekday,normal,validation
2015-02-27,20,1.58,weekday,normal,validation
2015-02-28,36,1.58,weekend,normal,validation
2015-03-01,35,1.58,event_or_snap,normal,validation
2015-03-02,9,1.58,weekday,normal,validation
2015-03-03,28,1.58,event_or_snap,low,validation
2015-03-04,26,1.58,weekday,normal,validation
2015-03-05,12,1.58,event_or_snap,normal,validation
2015-03-06,16,1.58,event_or_snap,low,validation
2015-03-07,35,1.58,event_or_snap,low,validation
2015-03-08,20,1.58,weekend,low,validation
2015-03-09,22,1.58,event_or_snap,low,validation
2015-03-10,24,1.58,weekday,low,validation
2015-03-11,31,1.58,event_or_snap,low,validation
2015-03-12,15,1.58,event_or_snap,low,validation
2015-03-13,35,1.58,event_or_snap,low,validation
2015-03-14,30,1.58,weekend,normal,validation
2015-03-15,50,1.58,event_or_snap,normal,validation
2015-03-16,29,1.58,weekday,normal,validation
2015-03-17,21,1.58,event_or_snap,normal,validation
2015-03-18,41,1.58,weekday,normal,validation
2015-03-19,25,1.58,weekday,normal,validation
2015-03-20,38,1.58,weekday,normal,validation
2015-03-21,26,1.58,weekend,high,validation
2015-03-22,46,1.58,weekend,normal,validation
2015-03-23,32,1.58,weekday,normal,validation
2015-03-24,32,1.58,weekday,normal,validation
2015-03-25,33,1.58,weekday,high,validation
2015-03-26,25,1.58,weekday,high,validation
2015-03-27,30,1.58,weekday,high,validation
2015-03-28,44,1.58,weekend,normal,validation
2015-03-29,33,1.58,weekend,high,validation
2015-03-30,22,1.58,weekday,normal,validation
2015-03-31,12,1.58,weekday,normal,validation
2015-04-01,10,1.58,event_or_snap,normal,validation
2015-04-02,4,1.58,weekday,normal,validation
2015-04-03,34,1.58,event_or_snap,low,validation
2015-04-04,59,1.58,weekend,low,validation
2015-04-05,38,1.58,event_or_snap,normal,validation
2015-04-06,36,1.58,event_or_snap,normal,validation
2015-04-07,24,1.58,event_or_snap,normal,validation
2015-04-08,29,1.58,weekday,normal,validation
2015-04-09,28,1.58,event_or_snap,normal,validation
2015-04-10,22,1.58,weekday,high,validation
2015-04-11,33,1.58,event_or_snap,high,validation
2015-04-12,25,1.58,event_or_snap,normal,validation
2015-04-13,31,1.58,event_or_snap,normal,validation
2015-04-14,30,1.58,weekday,normal,validation
2015-04-15,34,1.58,event_or_snap,normal,validation
2015-04-16,29,1.58,weekday,normal,validation
2015-04-17,27,1.58,weekday,normal,validation
2015-04-18,31,1.58,weekend,normal,validation
2015-04-19,66,1.58,weekend,normal,validation
2015-04-20,28,1.58,weekday,high,validation
2015-04-21,18,1.58,weekday,high,validation
2015-04-22,26,1.58,weekday,high,validation
2015-04-23,34,1.58,weekday,normal,validation
2015-04-24,34,1.58,weekday,normal,validation
2015-04-25,36,1.58,weekend,high,validation
2015-04-26,37,1.58,weekend,high,validation
2015-04-27,13,1.58,weekday,normal,validation
2015-04-28,14,1.58,weekday,normal,validation
2015-04-29,20,1.58,weekday,normal,validation
2015-04-30,35,1.58,weekday,normal,validation
2015-05-01,24,1.58,event_or_snap,normal,validation
2015-05-02,40,1.58,weekend,normal,validation
2015-05-03,40,1.58,event_or_snap,normal,validation
2015-05-04,16,1.58,weekday,normal,validation
2015-05-05,23,1.58,event_or_snap,normal,validation
2015-05-06,16,1.58,event_or_snap,normal,validation
2015-05-07,31,1.58,event_or_snap,normal,validation
2015-05-08,23,1.58,weekday,normal,validation
2015-05-09,18,1.58,event_or_snap,normal,validation
2015-05-10,19,1.58,event_or_snap,low,validation
2015-05-11,37,1.58,event_or_snap,low,validation
2015-05-12,14,1.58,event_or_snap,low,validation
2015-05-13,14,1.58,event_or_snap,low,validation
2015-05-14,26,1.58,weekday,low,validation
2015-05-15,30,1.58,event_or_snap,low,validation
2015-05-16,26,1.58,weekend,low,validation
2015-05-17,26,1.58,weekend,low,validation
2015-05-18,18,1.58,weekday,normal,validation
2015-05-19,27,1.58,weekday,low,validation
2015-05-20,26,1.58,weekday,low,validation
2015-05-21,29,1.58,weekday,normal,validation
2015-05-22,30,1.58,weekday,normal,validation
2015-05-23,43,1.58,weekend,normal,validation
2015-05-24,26,1.58,weekend,normal,validation
2015-05-25,39,1.58,event_or_snap,normal,validation
2015-05-26,20,1.58,weekday,normal,validation
2015-05-27,14,1.58,weekday,normal,validation
2015-05-28,19,1.58,weekday,normal,validation
2015-05-29,25,1.58,weekday,normal,validation
2015-05-30,23,1.58,weekend,normal,validation
2015-05-31,26,1.58,weekend,low,validation
2015-06-01,35,1.58,event_or_snap,low,validation
2015-06-02,23,1.58,weekday,low,validation
2015-06-03,13,1.58,event_or_snap,low,validation
2015-06-04,16,1.58,event_or_snap,low,validation
2015-06-05,7,1.58,event_or_snap,low,validation
2015-06-06,14,1.58,event_or_snap,low,validation
2015-06-07,34,1.58,event_or_snap,low,validation
2015-06-08,28,1.58,weekday,low,validation
2015-06-09,15,1.58,event_or_snap,low,validation
2015-06-10,2,1.58,weekday,low,validation
2015-06-11,14,1.58,event_or_snap,low,validation
2015-06-12,41,1.58,event_or_snap,low,validation
2015-06-13,27,1.58,event_or_snap,low,validation
2015-06-14,32,1.58,weekend,low,validation
2015-06-15,17,1.58,event_or_snap,low,validation
2015-06-16,9,1.58,event_or_snap,low,validation
2015-06-17,3,1.58,weekday,low,validation
2015-06-18,22,1.58,event_or_snap,low,validation
2015-06-19,40,1.58,weekday,low,validation
2015-06-20,41,1.58,weekend,low,validation
2015-06-21,29,1.58,event_or_snap,low,validation
2015-06-22,14,1.58,weekday,low,validation
2015-06-23,29,1.58,weekday,low,validation
2015-06-24,36,1.58,weekday,normal,validation
2015-06-25,26,1.58,weekday,normal,validation
2015-06-26,27,1.58,weekday,normal,validation
2015-06-27,40,1.58,weekend,normal,validation
2015-06-28,23,1.58,weekend,normal,validation
2015-06-29,14,1.58,weekday,normal,validation
2015-06-30,6,1.58,weekday,normal,validation
2015-07-01,15,1.58,event_or_snap,normal,validation
2015-07-02,20,1.58,weekday,low,validation
2015-07-03,40,1.58,event_or_snap,low,validation
2015-07-04,24,1.58,event_or_snap,low,validation
2015-07-05,37,1.58,event_or_snap,low,validation
2015-07-06,29,1.58,event_or_snap,low,validation
2015-07-07,23,1.58,event_or_snap,normal,validation
2015-07-08,41,1.58,weekday,normal,validation
2015-07-09,34,1.58,event_or_snap,normal,validation
2015-07-10,21,1.58,weekday,normal,validation
2015-07-11,39,1.58,event_or_snap,normal,validation
2015-07-12,46,1.58,event_or_snap,normal,validation
2015-07-13,33,1.58,event_or_snap,high,validation
2015-07-14,44,1.58,weekday,high,validation
2015-07-15,25,1.58,event_or_snap,high,validation
2015-07-16,32,1.58,weekday,high,validation
2015-07-17,40,1.58,weekday,high,validation
2015-07-18,49,1.58,event_or_snap,high,validation
2015-07-19,67,1.58,weekend,high,validation
2015-07-20,31,1.58,weekday,high,validation
2015-07-21,34,1.58,weekday,high,validation
2015-07-22,38,1.58,weekday,high,validation
2015-07-23,58,1.58,weekday,high,validation
2015-07-24,64,1.58,weekday,high,validation
2015-07-25,66,1.58,weekend,high,validation
2015-07-26,85,1.58,weekend,high,validation
2015-07-27,43,1.58,weekday,high,validation
2015-07-28,38,1.58,weekday,high,validation
2015-07-29,49,1.58,weekday,high,validation
2015-07-30,26,1.58,weekday,high,validation
2015-07-31,52,1.58,weekday,high,validation
2015-08-01,75,1.58,event_or_snap,high,validation
2015-08-02,67,1.58,weekend,high,validation
2015-08-03,36,1.58,event_or_snap,high,validation
2015-08-04,30,1.58,weekday,high,validation
2015-08-05,46,1.58,event_or_snap,high,test
2015-08-06,44,1.58,event_or_snap,high,test
2015-08-07,64,1.58,event_or_snap,high,test
2015-08-08,89,1.58,weekend,high,test
2015-08-09,109,1.58,event_or_snap,high,test
2015-08-10,33,1.58,weekday,high,test
2015-08-11,53,1.58,event_or_snap,high,test
2015-08-12,61,1.58,event_or_snap,high,test
2015-08-13,18,1.58,event_or_snap,high,test
2015-08-14,49,1.58,weekday,high,test
2015-08-15,55,1.58,event_or_snap,high,test
2015-08-16,63,1.58,weekend,high,test
2015-08-17,45,1.58,weekday,high,test
2015-08-18,42,1.58,weekday,high,test
2015-08-19,31,1.58,weekday,high,test
2015-08-20,29,1.58,weekday,high,test
2015-08-21,40,1.58,weekday,high,test
2015-08-22,87,1.58,weekend,high,test
2015-08-23,45,1.58,weekend,high,test
2015-08-24,52,1.58,weekday,high,test
2015-08-25,29,1.58,weekday,high,test
2015-08-26,46,1.58,weekday,high,test
2015-08-27,32,1.58,weekday,high,test
2015-08-28,39,1.58,weekday,high,test
2015-08-29,47,1.58,weekend,high,test
2015-08-30,51,1.58,weekend,high,test
2015-08-31,30,1.58,weekday,high,test
2015-09-01,29,1.58,event_or_snap,high,test
2015-09-02,24,1.58,weekday,high,test
2015-09-03,34,1.58,event_or_snap,high,test
2015-09-04,31,1.58,weekday,high,test
2015-09-05,49,1.58,event_or_snap,high,test
2015-09-06,67,1.58,event_or_snap,high,test
2015-09-07,44,1.58,event_or_snap,high,test
2015-09-08,24,1.58,weekday,high,test
2015-09-09,24,1.58,event_or_snap,high,test
2015-09-10,19,1.58,weekday,high,test
2015-09-11,16,1.58,event_or_snap,high,test
2015-09-12,50,1.58,event_or_snap,high,test
2015-09-13,43,1.58,event_or_snap,high,test
2015-09-14,17,1.58,weekday,normal,test
2015-09-15,30,1.58,event_or_snap,normal,test
2015-09-16,42,1.58,weekday,normal,test
2015-09-17,24,1.58,weekday,normal,test
2015-09-18,31,1.58,weekday,normal,test
2015-09-19,39,1.58,weekend,high,test
2015-09-20,45,1.58,weekend,normal,test
2015-09-21,28,1.58,weekday,normal,test
2015-09-22,23,1.58,weekday,high,test
2015-09-23,29,1.58,weekday,high,test
2015-09-24,30,1.58,event_or_snap,normal,test
2015-09-25,42,1.58,weekday,normal,test
2015-09-26,49,1.58,weekend,high,test
2015-09-27,26,1.58,weekend,high,test
2015-09-28,14,1.58,weekday,normal,test
2015-09-29,30,1.58,weekday,normal,test
2015-09-30,26,1.58,weekday,normal,test
2015-10-01,41,1.58,event_or_snap,normal,test
2015-10-02,30,1.58,weekday,normal,test
2015-10-03,50,1.58,event_or_snap,normal,test
2015-10-04,48,1.58,weekend,normal,test
2015-10-05,30,1.58,event_or_snap,high,test
2015-10-06,30,1.58,event_or_snap,high,test
2015-10-07,30,1.58,event_or_snap,high,test
2015-10-08,28,1.58,weekday,high,test
2015-10-09,47,1.58,event_or_snap,high,test
2015-10-10,48,1.58,weekend,high,test
2015-10-11,49,1.58,event_or_snap,high,test
2015-10-12,32,1.58,event_or_snap,high,test
2015-10-13,34,1.58,event_or_snap,high,test
2015-10-14,32,1.58,weekday,high,test
2015-10-15,37,1.58,event_or_snap,high,test
2015-10-16,41,1.58,weekday,high,test
2015-10-17,50,1.58,weekend,high,test
2015-10-18,32,1.58,weekend,high,test
2015-10-19,10,1.58,weekday,high,test
2015-10-20,17,1.58,weekday,high,test
2015-10-21,23,1.58,weekday,normal,test
2015-10-22,38,1.58,weekday,normal,test
2015-10-23,39,1.58,weekday,normal,test
2015-10-24,28,1.58,weekend,normal,test
2015-10-25,35,1.58,weekend,normal,test
2015-10-26,19,1.58,weekday,normal,test
2015-10-27,31,1.58,weekday,normal,test
2015-10-28,31,1.58,weekday,normal,test
2015-10-29,29,1.58,weekday,normal,test
2015-10-30,29,1.58,weekday,normal,test
2015-10-31,49,1.58,event_or_snap,normal,test
2015-11-01,20,1.58,event_or_snap,normal,test
2015-11-02,23,1.58,weekday,normal,test
2015-11-03,19,1.58,event_or_snap,normal,test
2015-11-04,19,1.58,weekday,normal,test
2015-11-05,25,1.58,event_or_snap,normal,test
2015-11-06,23,1.58,event_or_snap,normal,test
2015-11-07,35,1.58,event_or_snap,normal,test
2015-11-08,43,1.58,weekend,low,test
2015-11-09,30,1.58,event_or_snap,normal,test
2015-11-10,16,1.58,weekday,normal,test
2015-11-11,39,1.58,event_or_snap,normal,test
2015-11-12,20,1.58,event_or_snap,normal,test
2015-11-13,26,1.58,event_or_snap,normal,test
2015-11-14,36,1.58,weekend,normal,test
2015-11-15,36,1.58,event_or_snap,normal,test
2015-11-16,19,1.58,weekday,normal,test
2015-11-17,19,1.58,weekday,normal,test
2015-11-18,20,1.58,weekday,normal,test
2015-11-19,26,1.58,weekday,normal,test
2015-11-20,24,1.58,weekday,normal,test
2015-11-21,36,1.58,weekend,normal,test
2015-11-22,43,1.58,weekend,normal,test
2015-11-23,42,1.58,weekday,normal,test
2015-11-24,39,1.58,weekday,normal,test
2015-11-25,21,1.58,weekday,normal,test
2015-11-26,62,1.58,event_or_snap,normal,test
2015-11-27,41,1.58,weekday,high,test
2015-11-28,33,1.58,weekend,high,test
2015-11-29,44,1.58,weekend,high,test
2015-11-30,29,1.58,weekday,high,test
2015-12-01,32,1.58,event_or_snap,high,test
2015-12-02,33,1.58,weekday,high,test
2015-12-03,32,1.58,event_or_snap,high,test
2015-12-04,42,1.58,weekday,high,test
2015-12-05,52,1.58,event_or_snap,high,test
2015-12-06,30,1.58,event_or_snap,high,test
2015-12-07,36,1.58,event_or_snap,high,test
2015-12-08,20,1.58,weekday,high,test
2015-12-09,15,1.58,event_or_snap,high,test
2015-12-10,30,1.58,weekday,normal,test
2015-12-11,37,1.58,event_or_snap,normal,test
2015-12-12,46,1.58,event_or_snap,normal,test
2015-12-13,40,1.58,event_or_snap,normal,test
2015-12-14,47,1.58,event_or_snap,normal,test
2015-12-15,21,1.58,event_or_snap,high,test
2015-12-16,23,1.58,weekday,high,test
2015-12-17,40,1.58,weekday,high,test
2015-12-18,25,1.58,weekday,high,test
2015-12-19,24,1.58,weekend,high,test
2015-12-20,35,1.58,weekend,normal,test
2015-12-21,30,1.58,weekday,normal,test
2015-12-22,28,1.58,weekday,normal,test
2015-12-23,40,1.58,weekday,normal,test
2015-12-24,31,1.58,weekday,normal,test
2015-12-25,1,1.58,event_or_snap,normal,test
2015-12-26,40,1.58,weekend,normal,test
2015-12-27,30,1.58,weekend,normal,test
2015-12-28,17,1.58,weekday,normal,test
2015-12-29,28,1.58,weekday,normal,test
2015-12-30,23,1.58,weekday,normal,test
2015-12-31,18,1.58,weekday,low,test
2016-01-01,21,1.58,event_or_snap,low,test
2016-01-02,22,1.58,weekend,normal,test
2016-01-03,39,1.58,event_or_snap,low,test
2016-01-04,17,1.58,weekday,low,test
2016-01-05,12,1.58,event_or_snap,low,test
2016-01-06,20,1.58,event_or_snap,low,test
2016-01-07,17,1.58,event_or_snap,low,test
2016-01-08,20,1.58,weekday,low,test
2016-01-09,22,1.58,event_or_snap,low,test
2016-01-10,28,1.58,weekend,low,test
2016-01-11,20,1.58,event_or_snap,low,test
2016-01-12,7,1.58,event_or_snap,low,test
2016-01-13,26,1.58,event_or_snap,low,test
2016-01-14,26,1.58,weekday,low,test
2016-01-15,37,1.58,event_or_snap,low,test
2016-01-16,17,1.58,weekend,low,test
2016-01-17,31,1.58,weekend,low,test
2016-01-18,31,1.58,event_or_snap,low,test
2016-01-19,15,1.58,weekday,normal,test
2016-01-20,20,1.58,weekday,normal,test
2016-01-21,11,1.58,weekday,normal,test
2016-01-22,25,1.58,weekday,low,test
2016-01-23,19,1.58,weekend,low,test
2016-01-24,25,1.58,weekend,low,test
2016-01-25,19,1.58,weekday,low,test
2016-01-26,8,1.58,weekday,low,test
2016-01-27,14,1.58,weekday,low,test
2016-01-28,20,1.58,weekday,low,test
2016-01-29,21,1.58,weekday,low,test
2016-01-30,28,1.58,weekend,low,test
2016-01-31,31,1.58,weekend,low,test
2016-02-01,15,1.58,event_or_snap,low,test
2016-02-02,19,1.58,weekday,low,test
2016-02-03,25,1.58,event_or_snap,low,test
2016-02-04,18,1.58,weekday,low,test
2016-02-05,25,1.58,event_or_snap,low,test
2016-02-06,37,1.58,event_or_snap,low,test
2016-02-07,34,1.58,event_or_snap,low,test
2016-02-08,14,1.58,weekday,normal,test
2016-02-09,18,1.58,event_or_snap,normal,test
2016-02-10,22,1.58,event_or_snap,normal,test
2016-02-11,31,1.58,event_or_snap,low,test
2016-02-12,35,1.58,event_or_snap,normal,test
2016-02-13,47,1.58,event_or_snap,normal,test
2016-02-14,45,1.58,event_or_snap,normal,test
2016-02-15,22,1.58,event_or_snap,normal,test
2016-02-16,31,1.58,weekday,normal,test
2016-02-17,39,1.58,event_or_snap,high,test
2016-02-18,34,1.58,weekday,high,test
2016-02-19,48,1.58,weekday,high,test
2016-02-20,35,1.58,weekend,high,test
2016-02-21,37,1.58,weekend,high,test
